Fecha de captura,Level A,Description level A,Level B,Description level B,Level C,Description level C,Test Function,Configuración,Primary Measurement,Sub Measurement 1,Sub Measurement 2,Sub Measurement 3,Sub Measurement 4,Sub Measurement 5,Sub Measurement 6,Remark,Notas,Activo,Orden de trabajo,ID de usuario,Número de modelo,Nombre de la herramienta,Número de serie
6 dic 2024 09:49:07,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:48:46,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:48:08,3001,,1,,1,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:47:26,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:46:52,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:46:37,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:46:06,3001,,1,,1,,Prueba de aislamiento,L-PE, 0.88 Mohm, 514 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:45:56,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:45:33,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:45:02,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:44:46,3001,,1,,1,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:44:18,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:43:59,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:43:40,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:43:10,3001,,1,,1,,Prueba de aislamiento,L-PE, 0.86 Mohm, 514 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:42:58,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:42:30,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:36:49,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 521 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:36:24,3001,,1,,1,,Prueba de aislamiento,L-PE, 0.82 Mohm, 513 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:36:01,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 521 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:35:45,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:35:26,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:33:54,3001,,1,,1,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:33:21,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:33:04,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:32:41,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 521 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:32:27,3001,,1,,1,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:31:54,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 521 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:31:36,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:31:08,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:30:36,3001,,1,,1,,Prueba de aislamiento,L-PE, 0.79 Mohm, 513 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:30:23,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:30:10,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:29:40,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 521 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:29:17,3001,,1,,1,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:28:14,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 521 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:27:52,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:27:33,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:26:51,3001,,1,,1,,Prueba de aislamiento,L-PE, 0.76 Mohm, 513 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:26:33,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:26:14,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
